Iteration	Posterior	Likelihood	Prior	rate01	rate_log_sd	tree_length
0	-2644.194	-3264.517	620.3227	0.5123804	1.748994	4.827249
6	-2656.463	-3276.736	620.2726	0.5471266	1.743925	4.827249
12	-2656.022	-3275.971	619.9488	0.5471266	1.75111	5.003501
18	-2648.74	-3268.62	619.88	0.5612169	1.746724	5.032134
24	-2676.374	-3296.382	620.0089	0.4320189	1.833088	5.032134
30	-2669.994	-3290.697	620.7024	0.5261938	1.922872	4.504783
36	-2675.337	-3294.961	619.6238	0.5017151	1.738305	5.230939
42	-2660.258	-3279.725	619.4666	0.5017151	1.703859	5.336789
48	-2655.759	-3276.102	620.3424	0.5198683	1.855202	4.750233
54	-2653.551	-3274.491	620.9401	0.5028645	1.850088	4.433264
60	-2660.437	-3279.938	619.5006	0.59192	1.783476	5.196574
66	-2676.718	-3296.6	619.8819	0.521878	1.638826	5.125004
72	-2661.012	-3281.344	620.3328	0.4733102	1.767272	4.847858
78	-2679.941	-3301.098	621.1573	0.5384817	1.798996	4.307141
84	-2668.295	-3288.409	620.1132	0.4885045	1.705095	4.990302
90	-2675.148	-3295.869	620.7216	0.3795491	1.821318	4.697373
96	-2674.774	-3295.597	620.8227	0.5828177	1.797221	4.458768
102	-2676.193	-3296.657	620.4642	0.5881535	1.924865	4.584141
108	-2671.843	-3292.506	620.6629	0.463984	1.870872	4.614361
114	-2667.571	-3286.727	619.1565	0.5608409	1.486083	5.575787
120	-2666.668	-3284.874	618.2062	0.4565626	1.579708	6.137454
126	-2666.003	-3285.06	619.0564	0.5182262	1.400958	5.714029
132	-2654.934	-3274.374	619.4402	0.6438771	1.699895	5.235244
138	-2667.413	-3286.91	619.497	0.6035473	1.657514	5.258807
144	-2669.349	-3289.406	620.0568	0.6848991	1.775887	4.819883
150	-2675.128	-3295.448	620.32	0.638867	1.777735	4.706719
156	-2664.422	-3284.799	620.3769	0.638867	1.720818	4.706719
162	-2669.327	-3290.714	621.3874	0.5488842	1.580224	4.291526
168	-2660.728	-3281.886	621.1582	0.5488842	1.861179	4.262243
174	-2653.335	-3274.573	621.2382	0.6817642	1.808249	4.138963
180	-2652.537	-3272.913	620.3751	0.4997229	1.786523	4.788679
186	-2664.667	-3284.794	620.1267	0.5705383	1.714469	4.905022
192	-2670.01	-3290.13	620.1199	0.5813719	1.553981	4.989063
198	-2663.869	-3286.195	622.3259	0.6202626	1.766345	3.5866
204	-2675.997	-3299.342	623.3453	0.5685699	1.895029	2.953256
210	-2684.143	-3307.734	623.5917	0.6386978	1.776228	2.814611
216	-2671.136	-3288.248	617.1118	0.4876931	1.559322	6.712829
222	-2660.894	-3278.725	617.8303	0.5539931	1.42199	6.340433
228	-2652.769	-3273.891	621.122	0.5465844	1.740627	4.352899
